"symbol","instrument_type","security_type","market_status","total_volume","aum_size","average","change","eps","exchange","exercise_price","exercise_ratio","high","implied_volatility","inav","intrinsic_value","last","last_trading_date","low","maturity_date","moneyness","pbv","pe","percent_change","percent_yield","theoretical","to_last_trade","underlying","underlying_price","updated_at"
"CM","STOCK","CS","Close",0,NULL,NULL,NULL,"0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.46","11.76",NULL,"6.019999980926514",NULL,NULL,NULL,NULL,"2025-03-19 15:12:13.966629"
"CMAN","STOCK","CS","Close",0,NULL,NULL,NULL,"0.26212",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.83","8.32",NULL,"5.5",NULL,NULL,NULL,NULL,"2025-03-19 15:12:16.227381"
"CMC","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.1937",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.46","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:12:18.400938"
"CMO","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.23463",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.03","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:12:20.616625"
"CMR","STOCK","CS","Close",0,NULL,NULL,NULL,"0.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.47","42.42",NULL,"3.680000066757202",NULL,NULL,NULL,NULL,"2025-03-19 15:12:22.784207"
"CNT","STOCK","CS","Close",0,NULL,NULL,NULL,"0.04852",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.6","20.61",NULL,"4.0",NULL,NULL,NULL,NULL,"2025-03-19 15:12:24.946591"
"COCOCO","STOCK","CS","Close",0,NULL,NULL,NULL,"0.46693",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.84","15.21",NULL,"4.230000019073486",NULL,NULL,NULL,NULL,"2025-03-19 15:12:27.111332"
"COLOR","STOCK","CS","Close",0,NULL,NULL,NULL,"0.06295",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.75","17.0",NULL,"4.670000076293945",NULL,NULL,NULL,NULL,"2025-03-19 15:12:29.276859"
"COM7","STOCK","CS","Close",0,NULL,NULL,NULL,"1.39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5.27","13.96",NULL,"4.389999866485596",NULL,NULL,NULL,NULL,"2025-03-19 15:12:31.438535"
"COMAN","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.3327",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.3","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:12:33.610851"
"CPALL","STOCK","CS","Open1",0,NULL,NULL,NULL,"2.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.59","17.99",NULL,"2.6600000858306885",NULL,NULL,NULL,NULL,"2025-03-19 15:12:35.789008"
"CPANEL","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.15","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:12:37.949502"
"CPAXT","STOCK","CS","Close",0,NULL,NULL,NULL,"1.61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.97","27.38",NULL,"1.909999966621399",NULL,NULL,NULL,NULL,"2025-03-19 15:12:40.110547"
"CPF","STOCK","CS","Close",0,NULL,NULL,NULL,"2.39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.81","10.2",NULL,"4.130000114440918",NULL,NULL,NULL,NULL,"2025-03-19 15:12:42.284321"
"CPH","STOCK","CS","Close",0,NULL,NULL,NULL,"1.01007",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.28","7.67",NULL,"9.680000305175781",NULL,NULL,NULL,NULL,"2025-03-19 15:12:44.448288"
"CPI","STOCK","CS","Close",0,NULL,NULL,NULL,"0.50666",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.61","5.49",NULL,"7.909999847412109",NULL,NULL,NULL,NULL,"2025-03-19 15:12:46.651304"
"CPL","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.18151",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.45","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:12:48.816111"
"CPN","STOCK","CS","Close",0,NULL,NULL,NULL,"3.73",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.19","13.15",NULL,"4.289999961853027",NULL,NULL,NULL,NULL,"2025-03-19 15:12:51.006379"
"CPNCG","STOCK","CS","Close",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.61",NULL,NULL,"13.260000228881836",NULL,NULL,NULL,NULL,"2025-03-19 15:12:56.531069"
"CPNREIT","STOCK","CS","Close",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.01",NULL,NULL,"5.179999828338623",NULL,NULL,NULL,NULL,"2025-03-19 15:12:58.771376"
"CPR","STOCK","CS","Close",0,NULL,NULL,NULL,"0.11732",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.06","23.01",NULL,"30.809999465942383",NULL,NULL,NULL,NULL,"2025-03-19 15:13:00.941104"
"CPT","STOCK","CS","Close",0,NULL,NULL,NULL,"0.0794",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.9","12.46",NULL,"2.5299999713897705",NULL,NULL,NULL,NULL,"2025-03-19 15:13:03.109485"
"CPTREIT","STOCK","CS","Close",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.46",NULL,NULL,"1.350000023841858",NULL,NULL,NULL,NULL,"2025-03-19 15:13:05.263553"
"CPW","STOCK","CS","Close",0,NULL,NULL,NULL,"0.17295",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.46","12.03",NULL,"7.690000057220459",NULL,NULL,NULL,NULL,"2025-03-19 15:13:07.42871"
"CRANE","STOCK","CS","Close",0,NULL,NULL,NULL,"0.00399",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.39","107.86",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:13:09.599867"
"CRC","STOCK","CS","Close",0,NULL,NULL,NULL,"1.34908",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.34","19.83",NULL,"2.240000009536743",NULL,NULL,NULL,NULL,"2025-03-19 15:13:11.76656"
"CRD","STOCK","CS","Close",0,NULL,NULL,NULL,"0.03257",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.41","10.74",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:13:13.936557"
"CREDIT","STOCK","CS","Close",0,NULL,NULL,NULL,"2.95",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.02","6.51",NULL,"3.140000104904175",NULL,NULL,NULL,NULL,"2025-03-19 15:13:16.087885"
"CSC","STOCK","CS","Close",0,NULL,NULL,NULL,"5.52434",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.54","7.86",NULL,"6.900000095367432",NULL,NULL,NULL,NULL,"2025-03-19 15:13:18.246286"
"CSP","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.21559",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.44","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:13:20.401334"
"CSR","STOCK","CS","Close",0,NULL,NULL,NULL,"3.08077",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.44","27.92",NULL,"2.2200000286102295",NULL,NULL,NULL,NULL,"2025-03-19 15:13:22.579355"
"CSS","STOCK","CS","Close",0,NULL,NULL,NULL,"0.06439",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.55","12.74",NULL,"4.880000114440918",NULL,NULL,NULL,NULL,"2025-03-19 15:13:24.753233"
"CTARAF","STOCK","CS","Close",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.82",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:13:26.943509"
"CTW","STOCK","CS","Close",0,NULL,NULL,NULL,"0.25955",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.29","10.94",NULL,"1.7599999904632568",NULL,NULL,NULL,NULL,"2025-03-19 15:13:29.125992"
"CV","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.39021",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.18","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:13:31.308067"
"CWT","STOCK","CS","Close",0,NULL,NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.2","416.6",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:13:33.469312"
"D","STOCK","CS","Close",0,NULL,NULL,NULL,"0.14748",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.99","15.19",NULL,"4.019999980926514",NULL,NULL,NULL,NULL,"2025-03-19 15:13:35.617212"
"DCC","STOCK","CS","Close",0,NULL,NULL,NULL,"0.1211",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.78","11.35",NULL,"5.820000171661377",NULL,NULL,NULL,NULL,"2025-03-19 15:13:37.913848"
"DCON","STOCK","CS","Close",0,NULL,NULL,NULL,"0.011",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.58","26.4",NULL,"0.949999988079071",NULL,NULL,NULL,NULL,"2025-03-19 15:13:40.088271"
"DDD","STOCK","CS","Close",0,NULL,NULL,NULL,"0.07613",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.46","86.53",NULL,"2.3499999046325684",NULL,NULL,NULL,NULL,"2025-03-19 15:13:42.324231"
"DELTA","STOCK","CS","Close",0,NULL,NULL,NULL,"1.52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10.81","45.61",NULL,"0.6600000262260437",NULL,NULL,NULL,NULL,"2025-03-19 15:13:44.486104"
"DEMCO","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.08561",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.41","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:13:46.648225"
"DEXON","STOCK","CS","Close",0,NULL,NULL,NULL,"0.11952",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.77","11.96",NULL,"4.199999809265137",NULL,NULL,NULL,NULL,"2025-03-19 15:13:48.796234"
"DHOUSE","STOCK","CS","Close",0,NULL,NULL,NULL,"0.0054",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.17","110.12",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:13:50.968298"
"DIF","STOCK","CS","Close",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.52",NULL,NULL,"11.90999984741211",NULL,NULL,NULL,NULL,"2025-03-19 15:13:53.149515"
"DIMET","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.78","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:13:55.302118"
"DITTO","STOCK","CS","Close",0,NULL,NULL,NULL,"0.66497",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.22","17.26",NULL,"2.190000057220459",NULL,NULL,NULL,NULL,"2025-03-19 15:13:57.470075"
"DMT","STOCK","CS","Close",0,NULL,NULL,NULL,"0.75943",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.41","13.29",NULL,"8.220000267028809",NULL,NULL,NULL,NULL,"2025-03-19 15:13:59.637108"
"DOD","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.35375",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.63","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:14:01.806334"
"DOHOME","STOCK","CS","Close",0,NULL,NULL,NULL,"0.21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.77","33.63",NULL,"0.07999999821186066",NULL,NULL,NULL,NULL,"2025-03-19 15:14:03.994833"
"DPAINT","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.71757",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.36","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:14:06.149022"
"DREIT","STOCK","CS","Close",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.63",NULL,NULL,"8.079999923706055",NULL,NULL,NULL,NULL,"2025-03-19 15:14:08.312234"
"DRT","STOCK","CS","Close",0,NULL,NULL,NULL,"0.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.32","12.08",NULL,"6.989999771118164",NULL,NULL,NULL,NULL,"2025-03-19 15:14:10.473195"
"DTCENT","STOCK","CS","Close",0,NULL,NULL,NULL,"0.09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.77","10.32",NULL,"6.670000076293945",NULL,NULL,NULL,NULL,"2025-03-19 15:14:12.635431"
"DTCI","STOCK","CS","Close",0,NULL,NULL,NULL,"-0.31987",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.71","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:14:14.795893"
